"Subscription_ID","Member_ID","Plan_ID","Start_Date","End_Date","Sub_Amount","Branch_ID"
"S13760","M2469","P5","2025-01-28","2026-01-28","16000","B03"
"S13761","M3160","P6","2025-01-28","2025-02-27","1500","B05"
"S13762","M2110","P1","2025-01-28","2025-04-28","4700","B06"
"S13763","M4797","P1","2025-01-28","2025-04-28","4700","B08"
"S13764","M1317","P1","2025-01-28","2025-04-28","4700","B06"
"S13765","M371","P4","2025-01-28","2026-01-28","19000","B05"
"S13766","M3237","P1","2025-01-28","2025-04-28","4700","B05"
"S13767","M5047","P5","2025-01-28","2026-01-28","16000","B08"
"S13768","M1729","P3","2025-01-28","2025-04-28","4300","B08"
"S13769","M3289","P4","2025-01-28","2026-01-28","19000","B04"
"S1377","M2076","P3","2022-10-07","2023-01-05","4300","B01"
"S13770","M4251","P5","2025-01-28","2026-01-28","16000","B08"
"S13771","M4781","P5","2025-01-28","2026-01-28","16000","B09"
"S13772","M3338","P6","2025-01-28","2025-02-27","1500","B06"
"S13773","M1823","P6","2025-01-28","2025-02-27","1500","B07"
"S13774","M4199","P2","2025-01-28","2025-02-27","1800","B08"
"S13775","M3901","P3","2025-01-29","2025-04-29","4300","B01"
"S13776","M4698","P4","2025-01-29","2026-01-29","19000","B08"
"S13777","M5372","P5","2025-01-29","2026-01-29","16000","B01"
"S13778","M790","P4","2025-01-29","2026-01-29","19000","B04"
"S13779","M3796","P3","2025-01-29","2025-04-29","4300","B04"
"S1378","M2335","P2","2022-10-08","2022-11-07","1800","B02"
"S13780","M1698","P6","2025-01-29","2025-02-28","1500","B04"
"S13781","M1416","P5","2025-01-29","2026-01-29","16000","B05"
"S13782","M1461","P6","2025-01-29","2025-02-28","1500","B04"
"S13783","M3798","P1","2025-01-29","2025-04-29","4700","B03"
"S13784","M5406","P4","2025-01-29","2026-01-29","19000","B01"
"S13785","M4075","P6","2025-01-29","2025-02-28","1500","B03"
"S13786","M4292","P1","2025-01-29","2025-04-29","4700","B03"
"S13787","M312","P2","2025-01-29","2025-02-28","1800","B06"
"S13788","M2590","P6","2025-01-29","2025-02-28","1500","B06"
"S13789","M4844","P5","2025-01-29","2026-01-29","16000","B06"
"S1379","M2717","P6","2022-10-08","2022-11-07","1500","B02"
"S13790","M1611","P6","2025-01-29","2025-02-28","1500","B06"
"S13791","M2945","P2","2025-01-29","2025-02-28","1800","B09"
"S13792","M3567","P5","2025-01-29","2026-01-29","16000","B09"
"S13793","M321","P6","2025-01-29","2025-02-28","1500","B03"
"S13794","M3476","P5","2025-01-29","2026-01-29","16000","B03"
"S13795","M2858","P3","2025-01-29","2025-04-29","4300","B08"
"S13796","M3134","P3","2025-01-29","2025-04-29","4300","B03"
"S13797","M2655","P3","2025-01-29","2025-04-29","4300","B06"
"S13798","M3504","P1","2025-01-29","2025-04-29","4700","B08"
"S13799","M4633","P1","2025-01-29","2025-04-29","4700","B08"
"S138","M2538","P6","2022-03-06","2022-04-05","1500","B02"
"S1380","M3321","P5","2022-10-08","2023-10-08","16000","B01"
"S13800","M5222","P2","2025-01-29","2025-02-28","1800","B09"
"S13801","M2193","P2","2025-01-29","2025-02-28","1800","B07"
"S13802","M1710","P2","2025-01-30","2025-03-01","1800","B01"
"S13803","M2717","P2","2025-01-30","2025-03-01","1800","B02"
"S13804","M3165","P4","2025-01-30","2026-01-30","19000","B02"
"S13805","M5314","P5","2025-01-30","2026-01-30","16000","B08"
"S13806","M999","P2","2025-01-30","2025-03-01","1800","B01"
"S13807","M768","P4","2025-01-30","2026-01-30","19000","B02"
"S13808","M073","P5","2025-01-30","2026-01-30","16000","B04"
"S13809","M3827","P2","2025-01-30","2025-03-01","1800","B01"
"S1381","M4752","P6","2022-10-08","2022-11-07","1500","B02"
"S13810","M5485","P6","2025-01-30","2025-03-01","1500","B01"
"S13811","M2182","P2","2025-01-30","2025-03-01","1800","B04"
"S13812","M2183","P2","2025-01-30","2025-03-01","1800","B05"
"S13813","M3828","P1","2025-01-30","2025-04-30","4700","B05"
"S13814","M2243","P2","2025-01-30","2025-03-01","1800","B05"
"S13815","M108","P3","2025-01-30","2025-04-30","4300","B01"
"S13816","M032","P5","2025-01-30","2026-01-30","16000","B07"
"S13817","M1971","P5","2025-01-30","2026-01-30","16000","B05"
"S13818","M1197","P2","2025-01-30","2025-03-01","1800","B07"
"S13819","M2125","P4","2025-01-30","2026-01-30","19000","B07"
"S1382","M999","P3","2022-10-08","2023-01-06","4300","B01"
"S13820","M5099","P4","2025-01-30","2026-01-30","19000","B06"
"S13821","M3653","P3","2025-01-30","2025-04-30","4300","B09"
"S13822","M4170","P5","2025-01-30","2026-01-30","16000","B03"
"S13823","M2810","P6","2025-01-30","2025-03-01","1500","B07"
"S13824","M3291","P5","2025-01-30","2026-01-30","16000","B05"
"S13825","M3224","P6","2025-01-30","2025-03-01","1500","B05"
"S13826","M5471","P4","2025-01-30","2026-01-30","19000","B03"
"S13827","M492","P6","2025-01-30","2025-03-01","1500","B07"
"S13828","M2223","P2","2025-01-30","2025-03-01","1800","B09"
"S13829","M1545","P1","2025-01-30","2025-04-30","4700","B06"
"S1383","M2105","P3","2022-10-09","2023-01-07","4300","B02"
"S13830","M5040","P3","2025-01-30","2025-04-30","4300","B08"
"S13831","M1208","P2","2025-01-31","2025-03-02","1800","B01"
"S13832","M1375","P4","2025-01-31","2026-01-31","19000","B08"
"S13833","M3304","P5","2025-01-31","2026-01-31","16000","B01"
"S13834","M3750","P4","2025-01-31","2026-01-31","19000","B02"
"S13835","M975","P3","2025-01-31","2025-05-01","4300","B02"
"S13836","M986","P6","2025-01-31","2025-03-02","1500","B04"
"S13837","M2759","P3","2025-01-31","2025-05-01","4300","B02"
"S13838","M5243","P2","2025-01-31","2025-03-02","1800","B04"
"S13839","M3287","P3","2025-01-31","2025-05-01","4300","B05"
"S1384","M3934","P1","2022-10-09","2023-01-07","4700","B02"
"S13840","M2152","P5","2025-01-31","2026-01-31","16000","B04"
"S13841","M4101","P5","2025-01-31","2026-01-31","16000","B07"
"S13842","M249","P5","2025-01-31","2026-01-31","16000","B07"
"S13843","M1932","P5","2025-01-31","2026-01-31","16000","B04"
"S13844","M720","P1","2025-01-31","2025-05-01","4700","B05"
"S13845","M1846","P3","2025-01-31","2025-05-01","4300","B07"
"S13846","M1801","P3","2025-01-31","2025-05-01","4300","B07"
"S13847","M2555","P4","2025-01-31","2026-01-31","19000","B07"
"S13848","M4572","P6","2025-01-31","2025-03-02","1500","B08"
"S13849","M244","P2","2025-01-31","2025-03-02","1800","B05"
"S1385","M4465","P6","2022-10-09","2022-11-08","1500","B02"
"S13850","M4379","P3","2025-01-31","2025-05-01","4300","B09"
"S13851","M1532","P2","2025-01-31","2025-03-02","1800","B08"
"S13852","M4873","P2","2025-01-31","2025-03-02","1800","B07"
"S13853","M5540","P6","2025-01-31","2025-03-02","1500","B08"
"S13854","M3917","P3","2025-01-31","2025-05-01","4300","B08"
"S13855","M1691","P4","2025-02-01","2026-02-01","19000","B01"
"S13856","M4098","P6","2025-02-01","2025-03-03","1500","B01"
"S13857","M2143","P1","2025-02-01","2025-05-02","4700","B01"
"S13858","M929","P3","2025-02-01","2025-05-02","4300","B04"
"S13859","M4192","P1","2025-02-01","2025-05-02","4700","B03"
"S1386","M637","P3","2022-10-09","2023-01-07","4300","B01"
"S13860","M4723","P3","2025-02-01","2025-05-02","4300","B03"
"S13861","M5119","P5","2025-02-01","2026-02-01","16000","B05"
"S13862","M4117","P3","2025-02-01","2025-05-02","4300","B03"
"S13863","M4288","P1","2025-02-01","2025-05-02","4700","B05"
"S13864","M3933","P6","2025-02-01","2025-03-03","1500","B03"
"S13865","M1666","P3","2025-02-01","2025-05-02","4300","B05"
"S13866","M1491","P2","2025-02-01","2025-03-03","1800","B03"
"S13867","M1706","P3","2025-02-01","2025-05-02","4300","B06"
"S13868","M3733","P4","2025-02-01","2026-02-01","19000","B06"
"S13869","M4439","P6","2025-02-01","2025-03-03","1500","B07"
"S1387","M4182","P4","2022-10-09","2023-10-09","19000","B01"
"S13870","M711","P2","2025-02-01","2025-03-03","1800","B09"
"S13871","M5316","P4","2025-02-01","2026-02-01","19000","B09"
"S13872","M3346","P5","2025-02-01","2026-02-01","16000","B09"
"S13873","M4272","P2","2025-02-01","2025-03-03","1800","B08"
"S13874","M1249","P6","2025-02-01","2025-03-03","1500","B09"
"S13875","M210","P6","2025-02-01","2025-03-03","1500","B07"
"S13876","M3447","P5","2025-02-02","2026-02-02","16000","B02"
"S13877","M3888","P4","2025-02-02","2026-02-02","19000","B08"
"S13878","M695","P1","2025-02-02","2025-05-03","4700","B02"
"S13879","M4855","P4","2025-02-02","2026-02-02","19000","B04"
"S1388","M1035","P2","2022-10-10","2022-11-09","1800","B02"
"S13880","M2769","P3","2025-02-02","2025-05-03","4300","B04"
"S13881","M3026","P6","2025-02-02","2025-03-04","1500","B03"
"S13882","M981","P1","2025-02-02","2025-05-03","4700","B05"
"S13883","M3604","P3","2025-02-02","2025-05-03","4300","B04"
"S13884","M1680","P2","2025-02-02","2025-03-04","1800","B05"
"S13885","M840","P3","2025-02-02","2025-05-03","4300","B08"
"S13886","M4056","P3","2025-02-02","2025-05-03","4300","B06"
"S13887","M869","P3","2025-02-02","2025-05-03","4300","B09"
"S13888","M2344","P4","2025-02-03","2026-02-03","19000","B02"
"S13889","M4398","P5","2025-02-03","2026-02-03","16000","B07"
"S1389","M1619","P3","2022-10-10","2023-01-08","4300","B01"
"S13890","M484","P3","2025-02-03","2025-05-04","4300","B02"
"S13891","M4450","P5","2025-02-03","2026-02-03","16000","B05"
"S13892","M4069","P6","2025-02-03","2025-03-05","1500","B05"
"S13893","M2461","P1","2025-02-03","2025-05-04","4700","B03"
"S13894","M275","P3","2025-02-03","2025-05-04","4300","B05"
"S13895","M2034","P3","2025-02-03","2025-05-04","4300","B05"
"S13896","M2375","P3","2025-02-03","2025-05-04","4300","B03"
"S13897","M3727","P1","2025-02-03","2025-05-04","4700","B06"
"S13898","M281","P6","2025-02-03","2025-03-05","1500","B06"
"S13899","M2424","P2","2025-02-03","2025-03-05","1800","B03"
"S139","M1091","P1","2022-03-07","2022-06-05","4700","B02"
"S1390","M1691","P3","2022-10-10","2023-01-08","4300","B01"
"S13900","M1232","P2","2025-02-03","2025-03-05","1800","B09"
"S13901","M1467","P3","2025-02-03","2025-05-04","4300","B08"
"S13902","M4231","P1","2025-02-03","2025-05-04","4700","B07"
"S13903","M3321","P3","2025-02-04","2025-05-05","4300","B01"
"S13904","M3918","P6","2025-02-04","2025-03-06","1500","B01"
"S13905","M3700","P3","2025-02-04","2025-05-05","4300","B02"
"S13906","M1836","P2","2025-02-04","2025-03-06","1800","B04"
"S13907","M378","P3","2025-02-04","2025-05-05","4300","B02"
"S13908","M644","P2","2025-02-04","2025-03-06","1800","B03"
"S13909","M5495","P4","2025-02-04","2026-02-04","19000","B03"
"S1391","M2101","P4","2022-10-10","2023-10-10","19000","B02"
"S13910","M5021","P2","2025-02-04","2025-03-06","1800","B05"
"S13911","M1669","P6","2025-02-04","2025-03-06","1500","B05"
"S13912","M5051","P2","2025-02-04","2025-03-06","1800","B05"
"S13913","M2240","P5","2025-02-04","2026-02-04","16000","B05"
"S13914","M4987","P4","2025-02-04","2026-02-04","19000","B05"
"S13915","M903","P2","2025-02-04","2025-03-06","1800","B03"
"S13916","M3957","P5","2025-02-04","2026-02-04","16000","B07"
"S13917","M5020","P1","2025-02-04","2025-05-05","4700","B07"
"S13918","M4146","P3","2025-02-04","2025-05-05","4300","B05"
"S13919","M4154","P1","2025-02-04","2025-05-05","4700","B06"
"S1392","M3694","P3","2022-10-10","2023-01-08","4300","B02"
"S13920","M2774","P6","2025-02-04","2025-03-06","1500","B09"
"S13921","M3734","P6","2025-02-04","2025-03-06","1500","B09"
"S13922","M4664","P2","2025-02-04","2025-03-06","1800","B07"
"S13923","M2871","P1","2025-02-04","2025-05-05","4700","B07"
"S13924","M041","P1","2025-02-05","2025-05-06","4700","B01"
"S13925","M412","P5","2025-02-05","2026-02-05","16000","B01"
"S13926","M3502","P5","2025-02-05","2026-02-05","16000","B04"
"S13927","M080","P1","2025-02-05","2025-05-06","4700","B05"
"S13928","M309","P2","2025-02-05","2025-03-07","1800","B04"
"S13929","M2417","P6","2025-02-05","2025-03-07","1500","B05"
"S1393","M4625","P4","2022-10-10","2023-10-10","19000","B01"
"S13930","M4182","P3","2025-02-05","2025-05-06","4300","B01"
"S13931","M1944","P4","2025-02-05","2026-02-05","19000","B03"
"S13932","M1112","P3","2025-02-05","2025-05-06","4300","B01"
"S13933","M1212","P1","2025-02-05","2025-05-06","4700","B05"
"S13934","M2661","P4","2025-02-05","2026-02-05","19000","B03"
"S13935","M3580","P2","2025-02-05","2025-03-07","1800","B04"
"S13936","M2203","P5","2025-02-05","2026-02-05","16000","B05"
"S13937","M2116","P3","2025-02-05","2025-05-06","4300","B06"
"S13938","M2356","P5","2025-02-05","2026-02-05","16000","B05"
"S13939","M2654","P1","2025-02-05","2025-05-06","4700","B03"
"S1394","M4804","P5","2022-10-10","2023-10-10","16000","B01"
"S13940","M5422","P1","2025-02-05","2025-05-06","4700","B07"
"S13941","M3992","P5","2025-02-05","2026-02-05","16000","B08"
"S13942","M4642","P5","2025-02-05","2026-02-05","16000","B05"
"S13943","M4753","P6","2025-02-05","2025-03-07","1500","B03"
"S13944","M5563","P6","2025-02-05","2025-03-07","1500","B08"
"S13945","M048","P4","2025-02-06","2026-02-06","19000","B02"
"S13946","M1155","P1","2025-02-06","2025-05-07","4700","B02"
"S13947","M3632","P5","2025-02-06","2026-02-06","16000","B08"
"S13948","M3694","P3","2025-02-06","2025-05-07","4300","B02"
"S13949","M4218","P2","2025-02-06","2025-03-08","1800","B02"
"S1395","M5483","P6","2022-10-10","2022-11-09","1500","B02"
"S13950","M4804","P4","2025-02-06","2026-02-06","19000","B01"
"S13951","M5483","P4","2025-02-06","2026-02-06","19000","B02"
"S13952","M681","P3","2025-02-06","2025-05-07","4300","B02"
"S13953","M3825","P3","2025-02-06","2025-05-07","4300","B04"
"S13954","M2420","P2","2025-02-06","2025-03-08","1800","B04"
"S13955","M5516","P3","2025-02-06","2025-05-07","4300","B04"
"S13956","M1089","P5","2025-02-06","2026-02-06","16000","B04"
"S13957","M5002","P6","2025-02-06","2025-03-08","1500","B03"
"S13958","M5572","P2","2025-02-06","2025-03-08","1800","B05"
"S13959","M5601","P1","2025-02-06","2025-05-07","4700","B04"
"S1396","M2466","P5","2022-10-10","2023-10-10","16000","B02"
"S13960","M717","P6","2025-02-06","2025-03-08","1500","B03"
"S13961","M1407","P3","2025-02-06","2025-05-07","4300","B05"
"S13962","M1850","P2","2025-02-06","2025-03-08","1800","B06"
"S13963","M3145","P2","2025-02-06","2025-03-08","1800","B09"
"S13964","M3820","P5","2025-02-06","2026-02-06","16000","B07"
"S13965","M2224","P3","2025-02-06","2025-05-07","4300","B03"
"S13966","M5177","P1","2025-02-06","2025-05-07","4700","B05"
"S13967","M1253","P6","2025-02-06","2025-03-08","1500","B08"
"S13968","M4148","P6","2025-02-06","2025-03-08","1500","B05"
"S13969","M5148","P6","2025-02-06","2025-03-08","1500","B09"
"S1397","M1255","P6","2022-10-11","2022-11-10","1500","B02"
"S13970","M3205","P3","2025-02-06","2025-05-07","4300","B05"
"S13971","M2065","P4","2025-02-06","2026-02-06","19000","B07"
"S13972","M5065","P2","2025-02-06","2025-03-08","1800","B08"
"S13973","M545","P6","2025-02-06","2025-03-08","1500","B07"
"S13974","M3673","P6","2025-02-06","2025-03-08","1500","B08"
"S13975","M3839","P6","2025-02-06","2025-03-08","1500","B08"
"S13976","M1701","P3","2025-02-06","2025-05-07","4300","B08"
"S13977","M2214","P3","2025-02-06","2025-05-07","4300","B08"
"S13978","M1119","P2","2025-02-07","2025-03-09","1800","B01"
"S13979","M1385","P6","2025-02-07","2025-03-09","1500","B02"
"S1398","M1330","P6","2022-10-11","2022-11-10","1500","B02"
"S13980","M1521","P4","2025-02-07","2026-02-07","19000","B02"
"S13981","M2306","P1","2025-02-07","2025-05-08","4700","B01"
"S13982","M570","P2","2025-02-07","2025-03-09","1800","B01"
"S13983","M2826","P5","2025-02-07","2026-02-07","16000","B04"
"S13984","M4580","P3","2025-02-07","2025-05-08","4300","B02"
"S13985","M3942","P6","2025-02-07","2025-03-09","1500","B05"
"S13986","M4508","P6","2025-02-07","2025-03-09","1500","B05"
"S13987","M755","P4","2025-02-07","2026-02-07","19000","B05"
"S13988","M2022","P5","2025-02-07","2026-02-07","16000","B05"
"S13989","M2581","P4","2025-02-07","2026-02-07","19000","B04"
"S1399","M4027","P1","2022-10-11","2023-01-09","4700","B02"
"S13990","M3823","P1","2025-02-07","2025-05-08","4700","B06"
"S13991","M043","P2","2025-02-07","2025-03-09","1800","B07"
"S13992","M604","P5","2025-02-07","2026-02-07","16000","B06"
"S13993","M4449","P2","2025-02-07","2025-03-09","1800","B07"
"S13994","M2991","P6","2025-02-07","2025-03-09","1500","B08"
"S13995","M2070","P5","2025-02-07","2026-02-07","16000","B09"
"S13996","M1207","P6","2025-02-07","2025-03-09","1500","B07"
"S13997","M785","P2","2025-02-07","2025-03-09","1800","B07"
"S13998","M3039","P4","2025-02-07","2026-02-07","19000","B03"
"S13999","M4885","P4","2025-02-07","2026-02-07","19000","B05"
"S140","M1967","P5","2022-03-07","2023-03-07","16000","B01"
"S1400","M2526","P2","2022-10-12","2022-11-11","1800","B02"
"S14000","M2979","P1","2025-02-07","2025-05-08","4700","B08"
"S14001","M4538","P3","2025-02-07","2025-05-08","4300","B09"
"S14002","M5342","P3","2025-02-07","2025-05-08","4300","B08"
"S14003","M2606","P5","2025-02-08","2026-02-08","16000","B02"
"S14004","M3072","P2","2025-02-08","2025-03-10","1800","B01"
"S14005","M4484","P4","2025-02-08","2026-02-08","19000","B01"
"S14006","M3125","P6","2025-02-08","2025-03-10","1500","B01"
"S14007","M5263","P6","2025-02-08","2025-03-10","1500","B02"
"S14008","M5105","P2","2025-02-08","2025-03-10","1800","B04"
"S14009","M4472","P4","2025-02-08","2026-02-08","19000","B04"
"S1401","M3654","P6","2022-10-12","2022-11-11","1500","B01"
"S14010","M4017","P1","2025-02-08","2025-05-09","4700","B04"
"S14011","M2406","P3","2025-02-08","2025-05-09","4300","B05"
"S14012","M1301","P3","2025-02-08","2025-05-09","4300","B04"
"S14013","M4997","P2","2025-02-08","2025-03-10","1800","B05"
"S14014","M2168","P3","2025-02-08","2025-05-09","4300","B04"
"S14015","M2085","P4","2025-02-08","2026-02-08","19000","B04"
"S14016","M2803","P4","2025-02-08","2026-02-08","19000","B04"
"S14017","M4204","P6","2025-02-08","2025-03-10","1500","B06"
"S14018","M4357","P3","2025-02-08","2025-05-09","4300","B05"
"S14019","M3535","P3","2025-02-08","2025-05-09","4300","B06"
"S1402","M399","P3","2022-10-12","2023-01-10","4300","B01"
"S14020","M3614","P6","2025-02-08","2025-03-10","1500","B04"
"S14021","M1624","P3","2025-02-08","2025-05-09","4300","B05"
"S14022","M1378","P6","2025-02-08","2025-03-10","1500","B09"
"S14023","M3799","P1","2025-02-08","2025-05-09","4700","B07"
"S14024","M4634","P6","2025-02-08","2025-03-10","1500","B09"
"S14025","M1006","P3","2025-02-08","2025-05-09","4300","B05"
"S14026","M1012","P4","2025-02-08","2026-02-08","19000","B07"
"S14027","M4515","P4","2025-02-08","2026-02-08","19000","B08"
"S14028","M4925","P4","2025-02-08","2026-02-08","19000","B06"
"S14029","M956","P6","2025-02-08","2025-03-10","1500","B08"
"S1403","M5146","P2","2022-10-12","2022-11-11","1800","B02"
"S14030","M5315","P2","2025-02-08","2025-03-10","1800","B08"
"S14031","M325","P1","2025-02-08","2025-05-09","4700","B08"
"S14032","M2115","P1","2025-02-09","2025-05-10","4700","B02"
"S14033","M549","P4","2025-02-09","2026-02-09","19000","B02"
"S14034","M3081","P5","2025-02-09","2026-02-09","16000","B04"
"S14035","M007","P2","2025-02-09","2025-03-11","1800","B02"
"S14036","M1107","P4","2025-02-09","2026-02-09","19000","B05"
"S14037","M2726","P5","2025-02-09","2026-02-09","16000","B05"
"S14038","M116","P2","2025-02-09","2025-03-11","1800","B05"
"S14039","M2862","P6","2025-02-09","2025-03-11","1500","B05"
"S1404","M579","P4","2022-10-12","2023-10-12","19000","B02"
"S14040","M3834","P3","2025-02-09","2025-05-10","4300","B06"
"S14041","M4915","P5","2025-02-09","2026-02-09","16000","B06"
"S14042","M4283","P3","2025-02-09","2025-05-10","4300","B07"
"S14043","M4359","P2","2025-02-09","2025-03-11","1800","B09"
"S14044","M1277","P6","2025-02-09","2025-03-11","1500","B07"
"S14045","M5041","P3","2025-02-09","2025-05-10","4300","B08"
"S14046","M5167","P4","2025-02-09","2026-02-09","19000","B09"
"S14047","M4582","P3","2025-02-09","2025-05-10","4300","B08"
"S14048","M1235","P4","2025-02-10","2026-02-10","19000","B08"
"S14049","M1654","P6","2025-02-10","2025-03-12","1500","B02"
"S1405","M1231","P6","2022-10-13","2022-11-12","1500","B01"
"S14050","M1670","P4","2025-02-10","2026-02-10","19000","B06"
"S14051","M5131","P5","2025-02-10","2026-02-10","16000","B02"
"S14052","M2516","P3","2025-02-10","2025-05-11","4300","B01"
"S14053","M3429","P6","2025-02-10","2025-03-12","1500","B05"
"S14054","M1922","P3","2025-02-10","2025-05-11","4300","B03"
"S14055","M5532","P6","2025-02-10","2025-03-12","1500","B03"
"S14056","M327","P2","2025-02-10","2025-03-12","1800","B02"
"S14057","M155","P3","2025-02-10","2025-05-11","4300","B04"
"S14058","M1021","P5","2025-02-10","2026-02-10","16000","B06"
"S14059","M4268","P1","2025-02-10","2025-05-11","4700","B03"
"S1406","M1808","P1","2022-10-13","2023-01-11","4700","B01"
"S14060","M648","P3","2025-02-10","2025-05-11","4300","B05"
"S14061","M2916","P5","2025-02-10","2026-02-10","16000","B05"
"S14062","M3154","P5","2025-02-10","2026-02-10","16000","B09"
"S14063","M503","P1","2025-02-10","2025-05-11","4700","B07"
"S14064","M3027","P3","2025-02-10","2025-05-11","4300","B05"
"S14065","M1658","P3","2025-02-10","2025-05-11","4300","B06"
"S14066","M3045","P4","2025-02-10","2026-02-10","19000","B05"
"S14067","M3351","P5","2025-02-10","2026-02-10","16000","B09"
"S14068","M2844","P3","2025-02-10","2025-05-11","4300","B03"
"S14069","M222","P6","2025-02-10","2025-03-12","1500","B08"
"S1407","M3918","P1","2022-10-13","2023-01-11","4700","B01"
"S14070","M3803","P4","2025-02-10","2026-02-10","19000","B03"
"S14071","M5558","P6","2025-02-10","2025-03-12","1500","B08"
"S14072","M2523","P5","2025-02-10","2026-02-10","16000","B08"
"S14073","M1662","P5","2025-02-11","2026-02-11","16000","B01"
"S14074","M507","P2","2025-02-11","2025-03-13","1800","B01"
"S14075","M5567","P3","2025-02-11","2025-05-12","4300","B01"
"S14076","M701","P5","2025-02-11","2026-02-11","16000","B09"
"S14077","M3375","P5","2025-02-11","2026-02-11","16000","B04"
"S14078","M3754","P3","2025-02-11","2025-05-12","4300","B04"
"S14079","M3184","P4","2025-02-11","2026-02-11","19000","B05"
"S1408","M4403","P6","2022-10-13","2022-11-12","1500","B02"
"S14080","M4214","P6","2025-02-11","2025-03-13","1500","B03"
"S14081","M5158","P5","2025-02-11","2026-02-11","16000","B05"
"S14082","M3711","P4","2025-02-11","2026-02-11","19000","B03"
"S14083","M1088","P4","2025-02-11","2026-02-11","19000","B03"
"S14084","M4506","P3","2025-02-11","2025-05-12","4300","B03"
"S14085","M4053","P2","2025-02-11","2025-03-13","1800","B07"
"S14086","M5329","P6","2025-02-11","2025-03-13","1500","B06"
"S14087","M5543","P6","2025-02-11","2025-03-13","1500","B04"
"S14088","M1014","P3","2025-02-11","2025-05-12","4300","B05"
"S14089","M3841","P6","2025-02-11","2025-03-13","1500","B05"
"S1409","M207","P1","2022-10-14","2023-01-12","4700","B02"
"S14090","M2347","P1","2025-02-11","2025-05-12","4700","B09"
"S14091","M1250","P5","2025-02-11","2026-02-11","16000","B04"
"S14092","M3768","P4","2025-02-11","2026-02-11","19000","B04"
"S14093","M2339","P1","2025-02-11","2025-05-12","4700","B08"
"S14094","M732","P6","2025-02-11","2025-03-13","1500","B08"
"S14095","M1092","P5","2025-02-11","2026-02-11","16000","B06"
"S14096","M1451","P4","2025-02-11","2026-02-11","19000","B07"
"S14097","M3286","P6","2025-02-11","2025-03-13","1500","B08"
"S14098","M5292","P5","2025-02-11","2026-02-11","16000","B08"
"S14099","M897","P2","2025-02-11","2025-03-13","1800","B08"
"S141","M2295","P2","2022-03-07","2022-04-06","1800","B02"
"S1410","M2380","P1","2022-10-14","2023-01-12","4700","B01"
"S14100","M4227","P6","2025-02-11","2025-03-13","1500","B08"
"S14101","M4238","P6","2025-02-11","2025-03-13","1500","B06"
"S14102","M5514","P6","2025-02-11","2025-03-13","1500","B06"
"S14103","M1601","P2","2025-02-12","2025-03-14","1800","B01"
"S14104","M2209","P3","2025-02-12","2025-05-13","4300","B01"
"S14105","M3792","P5","2025-02-12","2026-02-12","16000","B06"
"S14106","M4022","P4","2025-02-12","2026-02-12","19000","B08"
"S14107","M4862","P2","2025-02-12","2025-03-14","1800","B04"
"S14108","M4763","P4","2025-02-12","2026-02-12","19000","B04"
"S14109","M3013","P4","2025-02-12","2026-02-12","19000","B04"
"S1411","M3245","P1","2022-10-14","2023-01-12","4700","B01"
"S14110","M4037","P3","2025-02-12","2025-05-13","4300","B03"
"S14111","M3774","P6","2025-02-12","2025-03-14","1500","B04"
"S14112","M2825","P3","2025-02-12","2025-05-13","4300","B03"
"S14113","M4463","P3","2025-02-12","2025-05-13","4300","B04"
"S14114","M811","P3","2025-02-12","2025-05-13","4300","B03"
"S14115","M474","P5","2025-02-12","2026-02-12","16000","B05"
"S14116","M2939","P5","2025-02-12","2026-02-12","16000","B05"
"S14117","M820","P3","2025-02-12","2025-05-13","4300","B03"
"S14118","M3175","P6","2025-02-12","2025-03-14","1500","B05"
"S14119","M2202","P1","2025-02-12","2025-05-13","4700","B03"
"S1412","M4584","P2","2022-10-14","2022-11-13","1800","B01"
"S14120","M617","P4","2025-02-12","2026-02-12","19000","B07"
"S14121","M2617","P2","2025-02-12","2025-03-14","1800","B04"
"S14122","M499","P5","2025-02-12","2026-02-12","16000","B07"
"S14123","M1904","P1","2025-02-12","2025-05-13","4700","B08"
"S14124","M3275","P2","2025-02-12","2025-03-14","1800","B09"
"S14125","M1097","P2","2025-02-12","2025-03-14","1800","B08"
"S14126","M1553","P4","2025-02-12","2026-02-12","19000","B07"
"S14127","M4474","P6","2025-02-12","2025-03-14","1500","B03"
"S14128","M2157","P3","2025-02-12","2025-05-13","4300","B03"
"S14129","M3598","P1","2025-02-12","2025-05-13","4700","B08"
"S1413","M4754","P1","2022-10-14","2023-01-12","4700","B02"
"S14130","M2247","P2","2025-02-12","2025-03-14","1800","B09"
"S14131","M5121","P2","2025-02-12","2025-03-14","1800","B07"
"S14132","M082","P1","2025-02-12","2025-05-13","4700","B07"
"S14133","M752","P3","2025-02-12","2025-05-13","4300","B06"
"S14134","M2039","P1","2025-02-12","2025-05-13","4700","B07"
"S14135","M2639","P4","2025-02-13","2026-02-13","19000","B01"
"S14136","M4159","P2","2025-02-13","2025-03-15","1800","B01"
"S14137","M4393","P3","2025-02-13","2025-05-14","4300","B01"
"S14138","M1135","P6","2025-02-13","2025-03-15","1500","B01"
"S14139","M2006","P1","2025-02-13","2025-05-14","4700","B02"
"S1414","M1236","P4","2022-10-15","2023-10-15","19000","B01"
"S14140","M3794","P3","2025-02-13","2025-05-14","4300","B01"
"S14141","M2869","P6","2025-02-13","2025-03-15","1500","B02"
